product_name,total_quantity_sold,current_stock,stock_remaining,lead_time
Trek Lift+ Lowstep - 2018,2,6,4,0
Electra Cruiser 7D Ladies' - 2016/2018,2,7,5,0
Electra Delivery 3i - 2016/2017/2018,6,11,5,0
Electra Queen of Hearts 3i - 2018,6,11,5,0
"Electra Superbolt 3i 20"" - 2018",1,6,5,0
Electra Townie Balloon 3i EQ Ladies' - 2018,8,13,5,0
Electra Townie Balloon 7i EQ - 2018,5,10,5,0
Electra Townie Commute 8D - 2018,3,8,5,0
Electra Townie Original 21D EQ Ladies' - 2018,6,11,5,0
"Electra Treasure 1 20"" - 2018",10,15,5,0
Electra White Water 3i - 2018,5,10,5,0
Heller Bloodhound Trail - 2018,4,9,5,0
Sun Bicycles Drifter 7 - Women's - 2017,24,29,5,0
Surly Straggler - 2018,5,10,5,0
Surly Straggler 650b - 2018,4,9,5,0
Trek Domane SL Frameset - 2018,3,8,5,0
Trek Fuel EX 8 29 - 2018,5,10,5,0
Trek MT 201 - 2018,1,6,5,0
Trek Madone 9 Frameset - 2018,1,6,5,0
Trek Precaliber 16 Boy's - 2018,1,6,5,0
Trek Precaliber 24 (7-Speed) - Boys - 2018,4,9,5,0
Trek Procaliber 6 - 2018,3,8,5,0
Trek Super Commuter+ 8S - 2018,8,13,5,0
Trek Verve+ Lowstep - 2018,5,10,5,0
Trek X-Caliber 7 - 2018,5,10,5,0
Electra Cruiser Lux Fat Tire 7D - 2018,3,9,6,0
Electra Daydreamer 3i Ladies' - 2018,6,12,6,0
Electra Delivery 3i - 2016/2017/2018,6,12,6,0
Electra Queen of Hearts 3i - 2018,6,12,6,0
Electra Tiger Shark 1 (20-inch) - Boys' - 2018,6,12,6,0
Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,7,6,0
Electra Townie Commute 27D - 2018,1,7,6,0
Electra Townie Original 21D EQ - 2017/2018,9,15,6,0
"Electra Under-The-Sea 1 16"" - 2018",16,22,6,0
Surly Big Fat Dummy Frameset - 2018,7,13,6,0
Surly ECR - 2018,3,9,6,0
Surly Troll Frameset - 2018,5,11,6,0
Trek Crockett 5 Disc - 2018,6,12,6,0
Trek Crockett 7 Disc - 2018,5,11,6,0
Trek CrossRip 1 - 2018,5,11,6,0
Trek Domane ALR 4 Disc - 2018,3,9,6,0
Trek Domane ALR 5 Gravel - 2018,7,13,6,0
Trek Marlin 6 - 2018,6,12,6,0
Trek Powerfly 5 Women's - 2018,5,11,6,0
Trek Precaliber 24 21-speed Girl's - 2018,2,8,6,0
Trek Procaliber Frameset - 2018,3,9,6,0
Trek X-Caliber 8 - 2018,3,9,6,0
Electra Amsterdam Royal 8i Ladies - 2018,3,10,7,0
Electra Cruiser 1 - 2016/2017/2018,7,14,7,0
Electra Daydreamer 3i Ladies' - 2018,6,13,7,0
Electra Straight 8 3i - 2018,4,11,7,0
"Electra Superbolt 3i 20"" - 2018",1,8,7,0
Electra Townie Commute 27D - 2018,1,8,7,0
Electra Townie Original 21D EQ - 2017/2018,7,14,7,0
Electra Townie Original 21D Ladies' - 2018,3,10,7,0
Electra Townie Original 3i EQ - 2017/2018,3,10,7,0
Electra Townie Original 3i EQ Ladies' - 2018,3,10,7,0
Electra Townie Original 7D EQ Ladies' - 2017/2018,7,14,7,0
"Electra Treasure 3i 20"" - 2018",1,8,7,0
Heller Shagamaw GX1 - 2018,5,12,7,0
Surly ECR Frameset - 2018,1,8,7,0
Trek Boone 5 Disc - 2018,2,9,7,0
Trek Domane SLR 6 - 2018,2,9,7,0
Trek Domane SLR 6 Disc - 2018,2,9,7,0
Trek Domane SLR Disc Frameset - 2018,1,8,7,0
Trek Emonda SL 6 Disc - 2018,4,11,7,0
Trek Farley Carbon Frameset - 2018,8,15,7,0
Trek MT 201 - 2018,1,8,7,0
Trek Neko+ - 2018,3,10,7,0
Trek X-Caliber Frameset - 2018,8,15,7,0
Trek XM700+ - 2018,8,15,7,0
Electra Amsterdam Royal 8i - 2017/2018,2,10,8,0
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,3,11,8,0
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,4,12,8,0
Electra Straight 8 1 (20-inch) - Boy's - 2018,1,9,8,0
Electra Straight 8 3i (20-inch) - Boy's - 2017,20,28,8,0
Electra Tiger Shark 1 (20-inch) - Boys' - 2018,6,14,8,0
Electra Townie Balloon 3i EQ Ladies' - 2018,12,20,8,0
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,9,17,8,0
Electra Townie Balloon 8D EQ - 2016/2017/2018,4,12,8,0
Electra Townie Commute 27D - 2018,1,9,8,0
"Electra Treasure 3i 20"" - 2018",1,9,8,0
Strider Sport 16 - 2018,5,13,8,0
Sun Bicycles Brickell Tandem CB - 2017,19,27,8,0
Surly ECR - 2018,3,11,8,0
Trek Boone 5 Disc - 2018,2,10,8,0
Trek Conduit+ - 2018,7,15,8,0
Trek Domane AL 2 - 2018,4,12,8,0
Trek Domane ALR 3 - 2018,1,9,8,0
Trek Session DH 27.5 Carbon Frameset - 2017,16,24,8,0
Trek Super Commuter+ 7 - 2018,8,16,8,0
Electra Cruiser Lux 7D Ladies' - 2018,2,11,9,0
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,3,12,9,0
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,6,15,9,0
Electra Townie Commute Go! Ladies' - 2018,11,20,9,0
Electra Townie Go! 8i - 2017/2018,1,10,9,0
Electra Townie Go! 8i Ladies' - 2018,6,15,9,0
Electra Water Lily 1 (16-inch) - Girl's - 2018,5,14,9,0
Trek Domane ALR Disc Frameset - 2018,7,16,9,0
Trek Domane SL 5 Disc Women's - 2018,3,12,9,0
Trek Kickster - 2018,8,17,9,0
Trek Procaliber 6 - 2018,3,12,9,0
Trek X-Caliber 8 - 2018,3,12,9,0
Electra Cruiser 1 Tall - 2016/2018,2,12,10,0
Electra Cruiser 7D Ladies' - 2016/2018,2,12,10,0
Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,8,18,10,0
Electra Relic 3i - 2018,6,16,10,0
Electra Townie Balloon 3i EQ - 2017/2018,1,11,10,0
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,3,13,10,0
Electra Townie Go! 8i - 2017/2018,2,12,10,0
Electra Townie Go! 8i Ladies' - 2018,6,16,10,0
Electra Townie Original 1 Ladies' - 2018,4,14,10,0
Trek Crockett 5 Disc - 2018,3,13,10,0
Trek Domane AL 3 - 2018,6,16,10,0
Trek Domane ALR Frameset - 2018,5,15,10,0
Trek Domane SL 5 Women's - 2018,1,11,10,0
Trek Domane SL Frameset - 2018,3,13,10,0
Trek Emonda SL 6 Disc - 2018,4,14,10,0
Trek Farley Carbon Frameset - 2018,8,18,10,0
Trek Fuel EX 5 Plus - 2018,6,16,10,0
Trek Madone 9 Frameset - 2018,1,11,10,0
Trek Powerfly 5 - 2018,1,11,10,0
Trek Precaliber 20 6-speed Boy's - 2018,2,12,10,0
Trek Precaliber 24 (7-Speed) - Boys - 2018,4,14,10,0
Trek Remedy 27.5 C Frameset - 2018,3,13,10,0
Trek Remedy 9.8 27.5 - 2018,3,13,10,0
Trek Superfly 24 - 2017/2018,1,11,10,0
Electra Moto 3i - 2018,5,16,11,0
Electra Super Moto 8i - 2018,8,19,11,0
Electra Sweet Ride 3i (20-inch) - Girls' - 2018,5,16,11,0
Electra Townie Balloon 8D EQ - 2016/2017/2018,6,17,11,0
Electra Townie Commute 27D Ladies - 2018,7,18,11,0
Electra Townie Commute Go! Ladies' - 2018,2,13,11,0
Electra Townie Go! 8i - 2017/2018,2,13,11,0
Electra Townie Original 21D EQ - 2017/2018,7,18,11,0
"Electra Treasure 3i 20"" - 2018",1,12,11,0
Strider Sport 16 - 2018,5,16,11,0
Surly Straggler 650b - 2018,2,13,11,0
Surly Straggler 650b - 2018,4,15,11,0
Trek Domane ALR 3 - 2018,1,12,11,0
Trek Domane SL Frameset - 2018,3,14,11,0
Trek Domane SL Frameset Women's - 2018,1,12,11,0
Trek Emonda ALR 6 - 2018,7,18,11,0
Trek Fuel EX 5 Plus - 2018,6,17,11,0
Trek Lift+ Lowstep - 2018,2,13,11,0
Trek Precaliber 20 Boy's - 2018,4,15,11,0
Trek Precaliber 24 21-speed Boy's - 2018,2,13,11,0
Trek Ticket S Frame - 2018,4,15,11,0
Trek X-Caliber 7 - 2018,10,21,11,0
Electra Amsterdam Fashion 3i Ladies' - 2017/2018,5,17,12,0
Electra Cruiser Lux 7D - 2018,4,16,12,0
Electra Loft Go! 8i - 2018,3,15,12,0
Electra Straight 8 1 (20-inch) - Boy's - 2018,1,13,12,0
Electra Tiger Shark 1 (20-inch) - Boys' - 2018,6,18,12,0
Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,13,12,0
Electra Townie Original 21D EQ Ladies' - 2018,6,18,12,0
Heller Shagamaw GX1 - 2018,5,17,12,0
Surly ECR 27.5 - 2018,8,20,12,0
Trek 1120 - 2018,4,16,12,0
Trek CrossRip 1 - 2018,5,17,12,0
Trek CrossRip 2 - 2018,1,13,12,0
Trek CrossRip+ - 2018,4,16,12,0
Trek Domane ALR Frameset - 2018,5,17,12,0
Trek Dual Sport+ - 2018,6,18,12,0
Trek Fuel EX 7 29 - 2018,4,16,12,0
Trek Fuel EX 8 29 XT - 2018,10,22,12,0
Trek Kids' Neko - 2018,5,17,12,0
Trek Precaliber 20 6-speed Boy's - 2018,2,14,12,0
Trek Remedy 7 27.5 - 2018,5,17,12,0
Trek Stache Carbon Frameset - 2018,5,17,12,0
Trek XM700+ - 2018,8,20,12,0
Electra Amsterdam Royal 8i Ladies - 2018,3,16,13,0
Electra Townie Commute 27D Ladies - 2018,4,17,13,0
Electra Townie Original 7D EQ - 2018,2,15,13,0
Strider Strider 20 Sport - 2018,9,22,13,0
Trek 820 - 2018,4,17,13,0
Trek CrossRip 2 - 2018,1,14,13,0
Trek Neko+ - 2018,3,16,13,0
Trek Precaliber 24 21-speed Girl's - 2018,2,15,13,0
Trek Procal AL Frameset - 2018,3,16,13,0
Trek Procaliber Frameset - 2018,3,16,13,0
Electra Cruiser Lux 7D Ladies' - 2018,2,16,14,0
Electra Straight 8 1 (16-inch) - Boy's - 2018,1,15,14,0
Electra Townie Commute 8D - 2018,3,17,14,0
Electra Townie Original 21D EQ - 2017/2018,9,23,14,0
Electra Townie Original 7D EQ - 2018,2,16,14,0
"Electra Treasure 1 20"" - 2018",10,24,14,0
Surly ECR - 2018,3,17,14,0
Surly Krampus - 2018,9,23,14,0
Surly Straggler 650b - 2018,4,18,14,0
Trek Domane SL 5 - 2018,5,19,14,0
Trek Domane SL 7 Women's - 2018,7,21,14,0
Trek Dual Sport+ - 2018,6,20,14,0
Trek Emonda SL 6 Disc - 2018,4,18,14,0
Trek Fuel EX 8 29 - 2018,5,19,14,0
Trek Fuel EX 8 29 XT - 2018,10,24,14,0
Trek Marlin 7 - 2017/2018,3,17,14,0
Trek Precaliber 16 Boy's - 2018,1,15,14,0
Trek Precaliber 24 7-speed Girl's - 2018,1,15,14,0
Trek Remedy 27.5 C Frameset - 2018,3,17,14,0
Trek Stache 5 - 2018,7,21,14,0
Trek Ticket S Frame - 2018,4,18,14,0
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,4,19,15,0
Electra Cruiser Lux 1 Ladies' - 2018,10,25,15,0
Electra Morningstar 3i Ladies' - 2018,3,18,15,0
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,6,21,15,0
Electra Townie Balloon 8D EQ - 2016/2017/2018,3,18,15,0
Electra Townie Commute 27D Ladies - 2018,4,19,15,0
Electra Townie Go! 8i - 2017/2018,1,16,15,0
Electra Townie Original 3i EQ - 2017/2018,3,18,15,0
Trek 1120 - 2018,4,19,15,0
Trek Domane ALR Disc Frameset - 2018,7,22,15,0
Trek Domane SL 6 Disc - 2018,6,21,15,0
Trek Dual Sport+ - 2018,6,21,15,0
Trek Kickster - 2018,8,23,15,0
Trek Marlin 5 - 2018,8,23,15,0
Trek Powerfly 5 FS - 2018,1,16,15,0
Trek Precaliber 16 Boy's - 2018,1,16,15,0
Trek Precaliber 16 Girl's - 2018,8,23,15,0
Trek Precaliber 20 Boy's - 2018,4,19,15,0
Trek Precaliber 24 21-speed Girl's - 2018,2,17,15,0
Trek Stache Carbon Frameset - 2018,5,20,15,0
Trek Super Commuter+ 7 - 2018,8,23,15,0
Electra Townie Balloon 8D EQ - 2016/2017/2018,4,20,16,0
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,17,16,0
Electra Townie Commute 8D Ladies' - 2018,2,18,16,0
Electra Townie Commute Go! Ladies' - 2018,11,27,16,0
Electra Townie Original 21D - 2018,1,17,16,0
Heller Bloodhound Trail - 2018,4,20,16,0
Trek Domane ALR 5 Disc - 2018,7,23,16,0
Trek Domane SL 5 Disc - 2018,5,21,16,0
Trek Domane SLR 9 Disc - 2018,5,21,16,0
Trek Lift+ - 2018,5,21,16,0
Trek Marlin 5 - 2018,8,24,16,0
Trek Precaliber 12 Boy's - 2018,6,22,16,0
Trek Precaliber 24 7-speed Girl's - 2018,1,17,16,0
Trek Remedy 7 27.5 - 2018,5,21,16,0
Trek Superfly 20 - 2018,2,18,16,0
Trek XM700+ - 2018,8,24,16,0
Electra Sweet Ride 3i (20-inch) - Girls' - 2018,5,22,17,0
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,6,23,17,0
Electra Townie Commute 8D - 2018,3,20,17,0
Electra Townie Commute Go! Ladies' - 2018,11,28,17,0
Electra Townie Original 21D - 2018,1,18,17,0
Surly Straggler - 2018,5,22,17,0
Surly Troll Frameset - 2018,5,22,17,0
Trek Crockett 7 Disc - 2018,5,22,17,0
Trek Domane AL 2 Women's - 2018,10,27,17,0
Trek Domane AL 3 - 2018,3,20,17,0
Trek Domane ALR 4 Disc Women's - 2018,7,24,17,0
Trek Domane SLR 6 Disc - 2018,2,19,17,0
Trek Precaliber 24 7-speed Girl's - 2018,1,18,17,0
Trek Stache Carbon Frameset - 2018,5,22,17,0
Trek Super Commuter+ 7 - 2018,8,25,17,0
Trek Verve+ Lowstep - 2018,5,22,17,0
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,4,22,18,0
Electra Daydreamer 3i Ladies' - 2018,6,24,18,0
Electra Delivery 3i - 2016/2017/2018,6,24,18,0
Electra Loft Go! 8i - 2018,3,21,18,0
Electra Straight 8 3i - 2018,4,22,18,0
Trek Domane AL 2 Women's - 2018,5,23,18,0
Trek Domane ALR 3 - 2018,1,19,18,0
Trek Domane SL 5 Disc - 2018,10,28,18,0
Trek Domane SL 5 Disc Women's - 2018,3,21,18,0
Trek Domane SL 7 Women's - 2018,7,25,18,0
Trek Domane SLR 8 Disc - 2018,4,22,18,0
Trek Emonda SL 7 - 2018,3,21,18,0
Trek Kids' Neko - 2018,5,23,18,0
Trek Lift+ Lowstep - 2018,2,20,18,0
Trek Precaliber 16 Girl's - 2018,8,26,18,0
Trek Precaliber 20 6-speed Girl's - 2018,1,19,18,0
Trek Precaliber 20 Girl's - 2018,5,23,18,0
Electra Cruiser 7D Tall - 2016/2018,3,22,19,0
Electra Cruiser Lux 1 Ladies' - 2018,10,29,19,0
Electra Cruiser Lux 7D - 2018,4,23,19,0
Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,20,19,0
Electra Townie Balloon 3i EQ - 2017/2018,5,24,19,0
Electra Townie Commute 27D - 2018,1,20,19,0
Electra Townie Go! 8i - 2017/2018,1,20,19,0
Electra Townie Original 7D EQ Ladies' - 2017/2018,7,26,19,0
Heller Bloodhound Trail - 2018,4,23,19,0
Strider Strider 20 Sport - 2018,9,28,19,0
Surly Straggler - 2018,4,23,19,0
Trek Boone 7 Disc - 2018,8,27,19,0
Trek Domane AL 2 - 2018,4,23,19,0
Trek Emonda SL 7 - 2018,3,22,19,0
Trek Fuel EX 7 29 - 2018,4,23,19,0
Trek Fuel EX 8 29 XT - 2018,10,29,19,0
Trek Precaliber 20 6-speed Girl's - 2018,1,20,19,0
Trek Remedy 7 27.5 - 2018,5,24,19,0
Trek Ticket S Frame - 2018,4,23,19,0
Electra Amsterdam Fashion 3i Ladies' - 2017/2018,5,25,20,0
Electra Cruiser 7D - 2016/2017/2018,1,21,20,0
Electra Loft Go! 8i - 2018,3,23,20,0
Electra Relic 3i - 2018,6,26,20,0
Electra Townie Balloon 3i EQ - 2017/2018,1,21,20,0
Electra Townie Commute 8D - 2018,3,23,20,0
Electra Townie Go! 8i - 2017/2018,3,23,20,0
Electra Townie Original 1 Ladies' - 2018,4,24,20,0
Surly ECR 27.5 - 2018,8,28,20,0
Surly Straggler - 2018,5,25,20,0
Trek 820 - 2018,4,24,20,0
Trek Domane SL 6 - 2018,8,28,20,0
Trek Domane SLR 9 Disc - 2018,5,25,20,0
Trek Fuel EX 8 29 - 2018,5,25,20,0
Trek Precaliber 12 Boy's - 2018,6,26,20,0
Trek Verve+ - 2018,5,25,20,0
Trek XM700+ Lowstep - 2018,7,27,20,0
Electra Cruiser Lux 1 - 2016/2018,6,27,21,0
Electra Cruiser Lux 3i Ladies' - 2018,4,25,21,0
Electra Heartchya 1 (20-inch) - Girl's - 2018,7,28,21,0
Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,22,21,0
Electra Townie Balloon 7i EQ - 2018,3,24,21,0
Electra Townie Balloon 7i EQ - 2018,5,26,21,0
Electra Townie Commute 8D - 2018,3,24,21,0
Electra Townie Commute 8D Ladies' - 2018,2,23,21,0
Electra Townie Commute Go! - 2018,6,27,21,0
Electra Townie Original 21D - 2018,1,22,21,0
Electra Water Lily 1 (16-inch) - Girl's - 2018,5,26,21,0
Surly Big Fat Dummy Frameset - 2018,7,28,21,0
Trek Boone 7 Disc - 2018,8,29,21,0
Trek Emonda SLR 8 - 2018,4,25,21,0
Trek Fuel EX 7 29 - 2018,4,25,21,0
Trek Marlin 7 - 2017/2018,3,24,21,0
Trek Stache 5 - 2018,7,28,21,0
Trek Verve+ - 2018,5,26,21,0
Electra Cruiser Lux 3i - 2018,7,29,22,0
Electra Cruiser Lux Fat Tire 7D - 2018,3,25,22,0
Electra Townie Balloon 3i EQ - 2017/2018,1,23,22,0
Electra Townie Commute 27D Ladies - 2018,4,26,22,0
Electra Townie Original 21D - 2018,1,23,22,0
Electra Water Lily 1 (16-inch) - Girl's - 2018,5,27,22,0
Electra White Water 3i - 2018,5,27,22,0
Surly Pack Rat - 2018,8,30,22,0
Trek Emonda SLR 6 - 2018,5,27,22,0
Trek Superfly 24 - 2017/2018,1,23,22,0
Trek X-Caliber 8 - 2018,3,25,22,0
Trek XM700+ Lowstep - 2018,7,29,22,0
Electra Cruiser 7D Ladies' - 2016/2018,2,25,23,0
Electra Cruiser Lux 1 - 2016/2018,6,29,23,0
"Electra Starship 1 16"" - 2018",5,28,23,0
Electra Townie Go! 8i Ladies' - 2018,6,29,23,0
Trek Emonda ALR 6 - 2018,7,30,23,0
Trek Powerfly 5 FS - 2018,1,24,23,0
Trek Precaliber 20 Girl's - 2018,5,28,23,0
Trek Remedy 27.5 C Frameset - 2018,3,26,23,0
Trek Verve+ - 2018,5,28,23,0
Trek XM700+ Lowstep - 2018,7,30,23,0
Electra Amsterdam Royal 8i - 2017/2018,1,25,24,0
Electra Moto 3i - 2018,5,29,24,0
Electra Relic 3i - 2018,6,30,24,0
Electra Townie Balloon 7i EQ - 2018,5,29,24,0
Electra Townie Commute 8D - 2018,3,27,24,0
Trek Domane SL 5 - 2018,5,29,24,0
Trek Domane SL 5 Women's - 2018,2,26,24,0
Trek Domane SL 8 Disc - 2018,3,27,24,0
Trek Domane SL Frameset Women's - 2018,1,25,24,0
Trek Kids' Neko - 2018,5,29,24,0
Trek Precaliber 24 21-speed Boy's - 2018,2,26,24,0
Electra Cruiser 7D - 2016/2017/2018,1,26,25,0
Electra Moto 3i - 2018,5,30,25,0
Electra Straight 8 1 (16-inch) - Boy's - 2018,1,26,25,0
Electra Sweet Ride 3i (20-inch) - Girls' - 2018,5,30,25,0
Electra Tiger Shark 3i - 2018,5,30,25,0
Surly Straggler - 2018,4,29,25,0
Trek Domane SLR Disc Frameset - 2018,1,26,25,0
Trek Lift+ - 2018,5,30,25,0
Trek Madone 9 Frameset - 2018,1,26,25,0
Trek Procaliber Frameset - 2018,3,28,25,0
Electra Cruiser 7D - 2016/2017/2018,1,27,26,0
Electra Cruiser 7D Tall - 2016/2018,3,29,26,0
Trek CrossRip+ - 2018,4,30,26,0
Trek Powerfly 5 - 2018,1,27,26,0
Trek X-Caliber Frameset - 2018,4,30,26,0
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,28,27,0
Surly ECR Frameset - 2018,1,28,27,0
Trek Boone 5 Disc - 2018,2,29,27,0
Trek Domane SL Frameset Women's - 2018,1,28,27,0
Trek Marlin 7 - 2017/2018,3,30,27,0
Trek Precaliber 20 6-speed Girl's - 2018,1,28,27,0
"Electra Superbolt 3i 20"" - 2018",1,29,28,0
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,29,28,0
Electra Townie Original 21D - 2018,1,29,28,0
Trek MT 201 - 2018,1,29,28,0
Trek Powerfly 5 - 2018,1,29,28,0
Electra Cruiser 1 Tall - 2016/2018,1,30,29,0
Electra Townie Commute 27D - 2018,1,30,29,0
Trek Powerfly 5 FS - 2018,1,30,29,0
